difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	item1	item2	item3	comp_aspect1	comp_aspect2	comp	question	non-serious	navigational	spelling	rude	not question	dataset

																	who plays aunt gayle in bob's burgers						g

																	what kinds of weapons did the ira use						g

																	where is the security code located on a debit card						g

																	pink let's get this party started music video						g

																	who scored the most t20 runs in 2017						g

																	who is the actor that plays dylan on bates motel						g

																	explain the actions of the autonomic nervous system						g

																	java creates code just before it is fully compiled to machine code						g

																	what do they chant in the dark knight rises						g

																	why is it important to specify a reference point for describing motion						g

																	who bought the plaza hotel in new york						g

																	convention against torture and other cruel inhuman or degrading treatment or punishment						g

																	what building was used for the nakatomi plaza in the movie die hard						g

																	when was the book ready player one written						g

																	what season does bart bass die in gossip girl						g

																	who played guitar on bobby helms jingle bell rock						g

																	why do you have to pay for bathrooms in europe						g

																	who wrote don't stop me now by queen						g

																	the mhc class 1 molecule is recognized by which cell type						g

																	do nz citizens need a visa for hong kong						g

																	who holds the record for most rushing yards in a game						g

																	danganronpa 3 the end of kibougamine gakuen - zetsubou-hen						g

																	where did between a rock and a hard place come from						g

																	time and tv guide are examples of which type of magazine						g

																	jack of all trades master of none full quote tumblr						g

																	where was sherlock holmes hound of the baskervilles filmed						g

																	who led the resistance against italy in ethiopia						g

																	who plays the daughter in sweet home alabama						g

																	what was the supreme court reaction to the national industrial recovery act						g

																	by definition nonexperimental research is different from experimental research in that						g

																	describe me 3 full movie download in hindi						g

																	what were the three main classes in chinese society						g

																	short summary of the wizard of oz story						g

																	what president made labor day a national holiday						g

																	where did bless you when you sneeze come from						g

																	who plays anna kendricks brother in a simple favor						g

																	i wanna run with you hootie and the blowfish						g

																	what is a network port on a computer						g

																	who plays brian in the life of brian						g

																	discuss the hot weather season related with temperature pressure and wind						g

																	where did the expression holy cow come from						g

																	when did boxing day become a stat holiday in ontario						g

																	who sings the song all i do is win win win						g

																	whos the old lady in fried green tomatoes						g

																	what are the major types of plastids describe the green plastids involved in photosynthesis						g

																	will season 8 be the last season of game of thrones						g

																	what is the timeline of the big bang theory						g

																	raja yoga of the 1st order in astrology						g

																	what age can you smoke cigarettes in california						g

																	who plays the vulcan on star trek enterprise						g

																	what is in hand sanitizer that kills bacteria						g

																	where did chip on your shoulder come from						g

																	which emblem served as the symbol for the national recovery administration						g

																	most viewed song on youtube in 24 hours india						g

																	brahms string quartet no 1 in c minor						g

																	john mayer slow dancing in a burning room album						g

																	when was the term acid rain first used						g

																	9 blue is the warmest colour (2013) full movie						g

																	what is your understanding of the concept of management by objectives (mbo)						g

																	what were the provision of treaty of vienna in 1815						g

																	can i play xbox games on my xbox one						g

																	lets get it started by black eyed peas						g

																	when does the church liturgical year begin and end						g

																	who sang lead on the rain the park and other things						g

																	nasha ye pyar ka nasha copied from which italian song						g

																	what is the definition of an asthma attack						g

																	south african spider with black and yellow legs						g

																	what is steph curry's career high in points						g

																	how many square miles is the big island of hawaii						g

																	which state has the longer border with canada						g

																	in 2006 congress passed the which authorize a system						g

																	who produces the most cotton in the world						g

																	iranian actor in how i met your mother						g

																	when did we start celebrating father's day in the uk						g

																	when did the book wrinkle in time come out						g

																	characters in anthills of the savannah by chinua achebe						g

																	how do i get photo id in australia						g

																	when did the us stop making two dollar bills						g

																	what was the spartan way of life designed to do						g

																	how tall is the guy on the longest yard						g

																	what is the bottom of a curling broom made of						g

																	when was the last time england played new zealand						g

																	who plays amy in the secret life of the american teenager						g

																	when did sunday become the lord's day						g

																	who is considered a peace officer in canada						g

																	when did lay's dill pickle chips come out						g

																	when were the articles of confederation put into effect						g

																	cited the industrialism of detroit as a major influence						g

																	when was the cure for scarlet fever discovered						g

																	lydia oh lydia say have you met lydia						g

																	who has defined economics as science which deals with wealth						g

																	who wrote the song love is in the air						g

																	de-world international secondary school port harcourt rivers state						g

																	what are the age ranges for millennials and gen x						g

																	who plays grand moff tarkin in star wars						g

																	who did the bears play in the super bowl						g

																	when was the first and second world war held						g

																	how many species are in the animalia kingdom						g

																	who sang it might as well rain till september						g

																	where is the location that involves the maturing of sperm cells						g

																	top 25 most visited countries in the world						g

																	dont put the cart in front of the horse						g

																	who sings theme song for walker texas ranger						g

																	who played in the movie chitty chitty bang bang						g

																	how many days after the titanic set sail did it sink						g

																	factors that influence the method of production used						g

																	where is the pacific ocean trash ring located						g

																	when does the new season of star trek discovery come out						g

																	which club is the highest champions league winner						g

																	chris brown heart break on a fool moon						g

																	pha and phb are microbial products which can be used for						g

																	who played maria von trapp in the sound of music						g

																	what is the meaning of life google 42						g

																	how do the horizons in a typical soil profile differ from one another						g

																	naja naja is the scientific name of which reptile						g

																	who is the longest serving mp in the uk						g

																	what does an x in front of a note mean						g

																	map of 8th air force bases in england						g

																	who was three times a lady written for						g

																	celine dion i am the best singer in the world						g

																	how many times have the carolina hurricanes won the stanley cup						g

																	who won second place in the kentucky derby						g

																	when does the southern delegation leave the united states						g

																	what is the oldest book still in existence						g

																	who built gate way of india and when						g

																	who sold more albums elvis or michael jackson						g

																	unesco list of intangible cultural heritage of humanity from india						g

																	who is young george bailey in it's a wonderful life						g

																	which side is the driver's seat in australia						g

																	hurricane bob dylan what is the song about						g

																	where does the movie three billboards take place						g

																	in which of the following ocean zone(s) is there no light						g

																	￼ german chocolate cake originates from which country						g

																	what are the responsibilities of the department of energy						g

																	when do the sisters find out who chris is						g

																	where does the red river start and end in louisiana						g

																	what is eli manning career win loss record						g

																	which of the following is linux equivalent of microsoft's ms paint						g

																	what makes the government non democratic in qatar						g

																	when was the first oktoberfest celebrated in germany and what event was it honouring						g

																	what is the current version of symantec endpoint protection						g

																	who played albert einstein in the series genius						g

																	who does the voice of mrs rabbit in peppa pig						g

																	cast of law and order svu season 18 episode 6						g

																	mondavi center for the performing arts davis ca						g

																	which of the following serves as an example of technological innovation in the ancient middle east						g

																	what type of government does georgia the country have						g

																	when was the last time newcastle won the premier league						g

																	was one of the first leaders of the republican party						g

																	explain the meaning of national anthem of nepal						g

																	blue cross blue shield south carolina board of directors						g

																	what happened to the animation on bob's burgers						g

																	the actress who played miss honey in matilda						g

																	who sings the song never tear us apart						g

																	which article of the constitution allows changes to be made						g

																	what's the latest season of big bang theory						g

																	who sings lead vocals on here comes the sun						g

																	how long does it take mexican jumping beans to hatch						g

																	has an nba team ever scored 200 points						g

																	where does the greatest amount of cylinder wear occur						g

																	four types of sea transport from long ago						g

																	according to the united states 1907 gentlemen's agreement with japan						g

																	who collaborated to bring out the lyrical ballads in 1798						g

																	how do you say we in old english						g

																	who sang take me home country road first						g

																	who sang the song stand up for the champion						g

																	who plays hannah in a time to kill						g

																	who plays young snow white in once upon a time tv show						g

																	per capita income of india at the time of independence						g

																	when did indoor plumbing become common in europe						g

																	who has the most points in nba playoff history						g

																	who is the captain of delhi daredevils 2018						g

																	explain why secondary bacterial infection is common in persons with influenza						g

																	who plays wyatt in the bold and the beautiful						g

																	current scenario of oil and gas industry in india						g

																	who was the first man to travel in space						g

																	how many star wars movies came out in 2017						g

																	how much energy is transferred through each step of the energy pyramid						g

																	just tell me that you love me fleetwood mac						g

																	where does the san andreas fault begin and end						g

																	what will happen if you got bitten by a dog						g

																	where does the basingstoke canal start and finish						g

																	pink floyd is there anybody out there album						g

																	who is the hawaiian who sings somewhere over the rainbow						g

																	who is the current minister of petroleum in nigeria						g

																	when did the two party system start in the united states						g

																	s. p jain institute of management and research						g

																	state the relationship between the surface tension and the temperature of water						g

																	who has sung most number of songs in india						g

																	a place to call home anna's wedding						g

																	where is a girlfriend's guide to divorce filmed						g

																	woodlands academy of the sacred heart lake forest il						g

																	who wrote the song fox on the run						g

																	where are they now my babysitter's a vampire						g

																	who wrote i'll follow you into the dark						g

																	the arc of history is long and it bends toward justice						g

																	who invented the atm machine and in what year						g

																	what is the one disease that has been successfully eradicated						g

																	the walking dead game final season ep 2 release date						g

																	advantages and disadvantages of solid phase peptide synthesis						g

																	who played bess on the mary tyler moore show						g

																	where do the plates go in an iotv						g

																	what does mac stand for in irish names						g

																	where did the new york accent come from						g

																	which of the following terms refers to clearly making the sounds in the words of a language						g

																	what is the difference between a state senator and a united states senator						g

																	when did the united states and britain sign a peace treaty						g

																	what is the name of the next winter storm						g

																	i dream of jeannie where are they now						g

																	when did the deathly hallows movie come out						g

																	who wrote to be young is to be sad						g

																	when does dr sweets first appear on bones						g

																	who is the new dog on family guy						g

																	why was the athenian victory in the battle at marathon significant						g

																	what is the point at which toxicity first appears						g

																	who is the winner in rising star season 2						g

																	who sang oh lord its hard to be humble						g

																	when does dealer have to stay in blackjack						g

																	where is the biggest waterfall in the united states						g

																	for industrial workers in the gilded age america						g

																	when does jake tell abby about the baby						g

																	where is the marmara sea located on a map						g

																	what happens to david in being mary jane						g

																	who was king of england during the boston tea party						g

																	when was the wreck of the titanic discovered						g

																	disney movies that take place in the ocean						g

																	what is the conductor of an orchestra called						g

																	fifa world cup round of 16 draw rules						g

																	who played the emperor return of the jedi						g

																	of 600 large cities in china about how many are experiencing a water shortage						g

																	what happened to althea on in the heat of the night						g

																	in which of these countries is vikram samvat						g

																	how did jimmy eat world get their name						g

																	who has the most number of followers in instagram						g

																	whats the difference between texas holdem and poker						g

																	why does mr bean fall from the sky						g

																	i love you for sentimental reasons song wikipedia						g

																	do all conifers lose their leaves at some point						g

																	aint no body got time for that interview						g

																	when was the indian independence bill passed by house of lords in england						g

																	list of public science and technology university in bangladesh						g

																	what is the history of the us national debt						g

																	what are the two types of law in australia						g

																	when was the byzantine empire born what was it originally called						g

																	what did the war of 1812 do for america						g

																	who does rachel have a baby with in friends						g

																	where do the indian and atlantic ocean meet						g

																	who plays mr noodle's brother on sesame street						g

																	how far is it from here to missouri						g

																	for the american eagle what is the average speed of the cars as they go up the first lift						g

																	frankie valli can't take my eyes off you album						g

																	the motion of particles that contribute to temperature are						g

																	soldiers that guard the tomb of the unknown						g

																	when was grand central station new york built						g

																	who introduced the idea of personality being a product of id ego and superego						g

																	when is the last time georgia played notre dame in football						g

																	what was france's role in the american revolution						g

																	who sings make me do anything you want						g

																	what is the composition and functions of constituent assembly						g

																	who was the first person that played batman						g

																	when did the first season of fuller house come out						g

																	i can't think straight tala and leyla						g

																	hormones produced by the thymus play a role in the						g

																	who were the huns and where did they come from						g

																	when did non landowners get the right to vote						g

																	when will i be loved song everly brothers						g

																	where is arkansas river located on a map						g

																	when was the first captain america comic released						g

																	hum jaise ji rahe hai koi jike to bataye mp3 songs download						g

																	when did fifty shades of grey book come out						g

																	what is the definition of glory in the bible						g

																	who has been awarded the nobel peace prize						g

																	why do european countries drive on the right						g

																	when was norm macdonald has a show filmed						g

																	how did the settlement of america shape the cuisine of the south						g

																	why dont low islands generally have diverse vegetation						g

																	conventions on the right of persons with disabilities						g

																	where does the shenandoah river begin and end						g

																	what is the full meaning of mr and mrs						g

																	what does the symbol of fleur de lis mean						g

																	who is credited to have got translated atharvaveda						g

																	deads man's chest pirates of the caribbean						g

																	facebook initial ipo was $38 per share						g

																	who was the first caption of india cricket team						g

																	what is the value of gravitational acceleration on earth						g

																	who plays henry mccord's dad on madam secretary						g

																	where are we going dad season 1 episode 3						g

																	what is the name of thor s hammer						g

																	when does bones give birth the second time						g

																	how would you evaluate the goals and actions of the paris commune						g

																	who decided to use the neoclassical architectural style for his home in virginia						g

																	who were the first european settlers in the west						g

																	where is gulf of mexico located on a map						g

																	what is australia's country code for mobiles						g

																	who plays mama hattie on love thy neighbor						g

																	where did they film fellowship of the ring						g

																	the walking dead mika and lizzie real names						g

																	where did hurricane andrew do the most damage						g

																	how did the great wall of china get destroyed						g

																	subcommittee on antitrust competition policy and consumer rights						g

																	which statement is true of the parsimony method for reconstructing phylogeny						g

																	who is opening for red hot chili peppers hamilton						g

																	who starred in the movie the count of monte cristo						g

																	when there is a difference in concentration of a substance across a space it is said to						g

																	hydro power potential in hp according to latest estimate						g

																	who played princess summer fall winter spring on howdy doody						g

																	teh quick brown fox jumped over the lazy dog						g

																	where does the time change on interstate 65						g

																	where can i buy chewing gum in singapore						g

																	organizing and analyzing the relevant outcomes of the project						g

																	what does per stirpes mean in a trust						g

																	what is the most current version of flash						g

																	who owned the mona lisa before the louvre						g

																	who played morgan's mother on criminal minds						g

																	when did the us and the uk become allies						g

																	who is the ceo of allstate insurance company						g

																	who does kristen schaal voice in adventure time						g

																	which of the following statements is true about the concept of co-creation						g

																	which selection is considered one of the first works in english literature						g

																	what's the tallest building in washington dc						g

																	how to train our dragon 2 in hindi						g

																	who is in the video walking on broken glass						g

																	where does the san joaquin valley start and end						g

																	who does gary oldman play in the christmas carol						g

																	who sings the song oh oh oh it's magic you know						g

																	senate of the parliament of the czech republic						g

																	who had been appointed as un ambassador of peace						g

																	when does rupaul’s drag race all stars 3 air						g

																	the wife of ted in how i met your mother						g

																	miss q and a list of semi finalists						g

																	who sings the song the yellow rose of texas						g

																	is the british prime minister commander in chief						g

																	how many countries are us troops in right now						g

																	who are the parsis and where do most of them live today						g

																	who sings the daniel tiger's neighborhood theme song						g

																	when does rainbow six seige outbreak come out						g

																	animals and birds found in corbett national park						g

																	what conclusion can you draw from the visual cliff experiment about depth perception						g

																	when were 2 dollar bills stopped being made						g

																	how many times have the williams sisters played each other						g

																	guardians of the galaxy game episode 2 release date						g

																	why did france get a part of germany						g

																	how much sugar is in a bottle of buckfast						g

																	who plays the devil in tenacious d tribute						g

																	explain four ways in which inquiry based learning focusing on montessori approach						g

																	who plays menendez brothers in law and order						g

																	where did don't let the cat out of the bag come from						g

																	which of the following characterized the boom towns of the west						g

																	how long does it take potassium cyanide to kill you						g

																	when does nate die on six feet under						g

																	when was the first valentine's card made						g

																	can't get used to losing you no matter what i try to do						g

																	the church of our lady of immaculate conception						g

																	why is earl sweatshirt's album called doris						g

																	when did the last person walk on the moon						g

																	where is the setting for beauty and the beast						g

																	who is world famous shehnai vadak awarded with bharat ratna						g

																	who contribute money to the social security trust fund						g

																	how many episodes of jane the virgin is there						g

																	who has won the 2018 men's singles tata open maharashtra tennis tournament						g

																	who led the chicago school and is generally regarded as the first modern architect						g

																	who are the actors in brooklyn nine nine						g

																	when do the next fifa world rankings come out						g

																	when does andi mack season 2 episode 14 come on						g

																	where did the first painting of silk saree begin						g

																	who sings the theme song to all that						g

																	who played the dentist on king of queens						g

																	how many insurance companies in the united states						g

																	who is the newsreader on strictly come dancing						g

																	when did the british beat the french in canada						g

																	who captained the saint kilda football club to premiership glory in 1966						g

																	the ownership of several major u.s. media corporations by foreign companies						g

																	who broke salt law in belgaum in 1930						g

																	who plays arias brother in pretty little liars						g

																	how many cigarettes in a pack in the us						g

																	who raps in the beginning of the get down						g

																	are there any movies about the war of 1812						g

																	in mahabharat who was born from two mothers						g

																	who won the competition to design the nation's capital city after federation						g

																	what must be the same about two radicals before they can be added						g

																	who won the women's 2017 us open						g

																	a captain always goes down on his ship						g

																	who put a bowling alley in the white house						g

																	yo-kai watch enma daio to itsutsu no monogatari da nyan						g

																	who sings you'll never find another love like mine						g

																	the empire state building has its own zip code						g

																	what chinese emperor established a standardized written language						g

																	if i were a bell frank loesser lyrics						g

																	where is the weg being held this year						g

																	south africa highest score in odi against india						g

																	if i start uni in 2017 when will i graduate						g

																	who played the red queen in alice through the looking glass						g

																	what part of the bible talks about the last supper						g

																	where is the robot from lost in space from						g

																	who played in the super bowl the last 5 years						g

																	auditorium dbkl kuala lumpur federal territory of kuala lumpur						g

																	which organization is the best known international intergovernmental organization of igo						g

																	where was the movie guns of navarone filmed						g

																	1 unit is equal to how many megawatts						g

																	when is 50 shades freed coming out uk						g

																	list of tv shows from the 50s and 60s						g

																	sixpence none the richer - don t dream it s over						g

																	who sings the country song don't take the girl						g

																	who is the girl in ksi keep up						g

																	which logarithmic graph can be used to approximate the value of y in the equation 3^y = 4						g

																	who should make the decision as to what is the appropriate penalty for crimes						g

																	what all is in the milky way galaxy						g

																	who all is in line for the throne of england						g

																	when you say that you love me fleetwood mac						g

																	where's the alabama georgia game being played						g

																	tess cecyl she's gotta have it						g

																	who has the most political power in the us						g

																	who holds the record for the farthest home run						g

																	who has penny slept with on big bang theory						g

																	who starred in the remake of cape fear						g

																	india is a member of which multilateral export control regimes						g

																	why did mrs garrett leave the facts of life						g

																	there is a place in the sun stevie wonder						g

																	what exactly is a lie bump on your tongue						g

																	when was the roman colosseum built and finished						g

																	how many high schools are there in florida						g

																	george carlin voice of thomas the tank engine						g

																	how did lenny briscoe leave law and order						g

																	what does the star on the chile flag represent						g

																	when does a hazard lead to disaster wikipedia						g

																	lord of the rings two towers credits song						g

																	who plays brad pitt's wife in warmachine						g

																	when did the dollar bill come into existence						g

																	the source presents hip hop hits vol. 4 songs						g

																	what cities in the us have hosted the olympics						g

																	where was last episode of cold feet filmed						g

																	when did tv become popular in the us						g

																	what percentage of us budget is spent on defense						g

																	story of the beautyful ones are not yet born						g

																	what does the orange on the irish flag mean						g

																	what are the names of the tweenies characters						g

																	where is the carribean located on a map						g

																	why is orange county fire called holy fire						g

																	united nations office on drugs and crime 2017						g

																	who has a star in the walk of fame						g

																	what is the charge of fe(no3)3						g

																	functions of general insurance corporation of india (gic)						g

																	titanic and other film scores of james horner						g

																	what is the highest score in a soccer world cup final						g

																	who decides what work will go in a show and how to display it						g

																	who was east coast and who was west coast						g

																	lal dupatta malmal ka hindi film full hd						g

																	thou shalt honor thy mother and thy father						g

																	the priminister of india is responsible to whom						g

																	recovery of money inclusive of concept under limitations act 1963						g

																	when was the original movie the bad seed made						g

																	when do we stop eating meat for lent						g

																	where is most of canada's hydroelectric power generated						g

																	who established the peoples republic of china in 1949						g

																	king and i i whistle a happy tune						g

																	is it illegal to record a phone conversation in australia						g

																	how many neighbourhood watch schemes are there in the uk						g

																	who plays the mom in everybody hates chris						g

																	who played arwen's son in lord of the rings						g

																	the sun's spectral type is g2. what is the sun's luminosity class						g

																	the scooby and scrappy doo puppy hour dvd						g

																	who has the best nba record this season						g

																	meaning of the song bennie and the jets						g

																	what's the difference between a proclamation and a declaration						g

																	which of the following is a function of the vertebrate liver						g

																	setting of maggie a girl of the streets						g

																	name the paranasal sinuses and the three divisions of the pharynx						g

																	what episode does chris and meg fight the school						g

																	fiddler on the roof song if i were a rich man						g

																	when was welcome to the black parade released						g

																	when's the last time alabama and georgia played						g

																	where is the heart of a human located						g

																	who is running for lieutenant governor in alabama						g

																	who did not receive enough votes from the electoral college						g

																	list the distances of the planets from the sun in au						g

																	bang on the drum all day todd rundgren						g

																	when did the care bears movie come out						g

																	pretty little liars season 7 episode 13 wiki						g

																	the princess bride i am inigo montoya quote						g

																	risk control strategies that form the hierarchy of control						g

																	how many perfect games have been pitched in major league baseball history						g

																	who was the movie the fugitive based on						g

																	when is the oath of allegiance for new citizens taken						g

																	where does season 10 of property brothers take place						g

																	the percentage of packed red blood cells in a volume of blood is known as the						g

																	who were the jesuits and what role did they play in the new world in the 16th and 17th centuries						g

																	what is the degrees of a 7 sided shape						g

																	when does episode 8 of season 7 of game of thrones come on						g

																	when does the next jurassic world come out						g

																	brandi carlile the story grey's anatomy episode						g

																	when did aberdeen last win the scottish cup						g

																	who plays dr maxfield in the vampire diaries						g

																	who sings with rihanna in love on the brain						g

																	the u.s. court process is best described as						g

																	what is the latest release of internet explorer						g

																	expansion of idea on blood is thicker than water						g

																	where is negev desert located on a map						g

																	list of countries by gdp growth rate per capita						g

																	nhl teams that never won the stanley cup						g

																	who scored the first ever goal at pride park						g

																	which of these is not a characteristic of hindu art						g

																	when did the beatles start and break up						g

																	who won the most recent hell's kitchen						g

																	what marvel movie came out after guardians of the galaxy						g

																	robin's real name in the dark knight rises						g

																	how wide is lake erie from cleveland to canada						g

																	when does second half of season 5 of arrested development come out						g

																	who plays the irish guy in sons of anarchy						g

																	that's the way i like it original song						g

																	when was the last time winnipeg jets won a playoff series						g

																	which of the following states does not have a bjp government						g

																	where does the last name joyce come from						g

																	from the tang to the ming dynasties widows enjoyed a high status in chinese society						g

																	who was kool in kool and the gang						g

																	this is the song that never ends by lamb chop						g

																	using an exponential density function with μ = 3 we have the density function						g

																	the southern plateau covers a larger area than the northern plains						g

																	where does the phrase upstart crow come from						g

																	who won in the war of alexander and porus						g

																	what is the symbol for no dry cleaning						g

																	which is not a major function of proteins in the cell membrane						g

																	what type of government did ussr have during ww2						g

																	sex and the city 2 plot summary spoiler						g

																	welsh actor who had theatre named after him						g

																	the tenth amendment to the us constitution did which of the following						g

																	what are some similarities between judaism and hinduism						g

																	when does keeping up with the kardashians come back 2018						g

																	for fm radio signals which statement is correct						g

																	what college does everyone in gossip girl go to						g

																	nothing cold as ashes after the fire is gone						g

																	when did long hair go out of style						g

																	who is on the team usa basketball team						g

																	how many main sequence stars are there in the milky way						g

																	who played stretch in all in the family						g

																	who told the first tale in canterbury tales						g

																	what do i need to get a jamaican passport						g

																	the formula unit of an ionic compound is always the same as its empirical formula						g

																	the fair housing act prohibits discrimination created by redlining						g

																	who was known as the greatest writer of latin prose						g

																	in which core competency do you determine information sharing strategies						g

																	once upon a time season 1 young snow white						g

																	who represents pennsylvania in the house of representatives						g

																	who are the berbers and what did they do						g

																	who has the most superbowl in the nfl						g

																	is it a law to register to vote						g

																	how long has the great pyramid of giza been around						g

																	when do music note stems go up or down						g

																	what can you get life sentence for uk						g

																	who played the female lead in the 1933 film king kong						g

																	when was the dome of the rock painted gold						g

																	who was most adversely affected by the price revolution						g

																	who did the house fall on in the wizard of oz						g

																	the process of acculturation can result in which of the following						g

																	who is the music director of mile sur mera tumhara						g

																	how many decks of cards for canasta with 6 players						g

																	information about the 7 wonders of the world						g

																	which of the following is not true about the us trade balance since 1979						g

																	load flow solution is always assured in case of						g

																	when does life is strange before the storm part 2						g

																	what is the foxes name in fox and hound						g

																	the difference between house of representatives and senate						g

																	who sang the original cry me a river						g

																	what was the first public school in america						g

																	where were the major immigration stations in the united states located						g

																	where does fat break down in the digestive system						g

																	who was the first hero of the philippines						g

																	who sings all i want for christmas is you						g

																	what happened to fourth member of destiny's child						g

																	where did the brown v board of education take place						g

																	when did naruto get the second half of kurama						g

																	list of music artists that died at 27						g

																	list of elements of art and principles of design						g

																	what was the latest episode of south park						g

																	where is the hoover dam located on a map						g

																	indian financial system – components of the financial system and their relative size						g

																	total runs scored by rohit sharma in ipl						g

																	where did the march of washington take place						g

																	who plays lily on how i met your mother						g

																	who has been on the ellen show the most times						g

																	what was different about the election of 1920 concerning the 19th amendment						g

																	at the end of a normal exhalation the diaphragm is						g

																	who is the head of navy in nigeria						g

																	how many surfaces does a hexagonal pyramid have						g

																	who painted sunday afternoon on the island of la grande jatte						g

																	when does season six of once upon a time come out						g

																	what role does collective bargaining play in labor relations						g

																	who played james bond when he got married						g

																	who invented the first radio and what year						g

																	what is the legal drinking age in ny						g

																	who is the little girl in the grinch who stole christmas						g

																	why oh why did i ever leave ohio movie quote						g

																	last episode of orange is the new black season 5						g

																	the assassination of gianni versace american crime cast						g

																	which is the deepest hole in the world						g

																	how many diagonals are there in an eight sided regular polygon						g

																	what kind of car is a jeep cherokee						g

																	when was the last time ravens won super bowl						g

																	who played the little girl in the adams family						g

																	i wanna get in the zone britney spears						g

																	3rd rock from the sun harry's dog						g

																	who sings it's hard to be humble						g

																	how is the worker envisaged in taylor’s scientific management						g

																	where does the southern hairy nosed wombat live						g

																	what triggers the release of calcium from the sarcoplasmic reticulum						g
