OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,ROLE,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
mysql,postgresql,smoother,postgresql,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",i really can't grasp why you find that mysql feel smoother than postgresql.,"i've been against mysql for years, just because i belived the ""propaganda"", but then i had the pleasure of installing an up to date version of it suddenly realise how much smoother and simpler it feels compared to postgresql.",,
mysql,postgresql,hardware,postgresql,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.","here's the latest, showing postgresql about 50% faster than mysql across a variety of hardware.","for us, postgresql is a lot slower than mysql on the same hardware.","the speedy success of the hardware appeal (target reached in less than three days) was pretty impressive, but what really perked my (postgresql fanboi) ears up was the news that the new hardware was going to run postgresql, instead of the mysql database osm has used from the start.",it would be very interesting to see for example results on the same hardware just running postgresql instead of mysql or having sun box replaced with comparable dell or hp box.
mysql,postgresql,problems,postgresql,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",postgresql was written to attack far different problems than mysql.,"mysql has problems but don't kid yourself, other open source postgresql has plenty, too.",so i decided to try out postgresql instead of mysql but i am having some slight conversion problems.,"but, i suspect you might have fewer problems with postgresql over mysql, as both postgre and ms sql are ""acid"" compliant."
mysql,postgresql,option,postgresql,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",a seperate issue might be whether postgresql is a better option than mysql.,"postgresql is obviously the superior option, and you can take your stupid mysql advocacy somewhere else. . ..","another option (if applicable) is to migrate existing databases over to the provided postgresql, which offers better security and support than mysql.",we meant that before we'd have clients where postgresql was a better option for them than say mysql or sql server and it was a really really hard-sell to pitch postgresql.
mysql,postgresql,lighter,postgresql,GOOD,PREDICATE-FULL,1.0,1,0,postgresql and it's lighter sibling firebirdsql are far superior to mysql which was always considered a  dinky  database due to the fact it did not support referential integrity.,"but from installation point of view, it has been seen that postgresql is lighter and requires less dependency than mysql.","postgresql and it's lighter sibling firebirdsql are far superior to mysql which was always considered a ""dinky"" database due to the fact it did not support referential integrity.",,
mysql,postgresql,funny,postgresql,BAD,,1.0,0,1,postgresql is so much better than mysql it's not even funny.,"to my mind, postgresql is so far superior to both mysql and oracle for small-to-large database projects it's not even funny.","they choose mysql over postgresql, because they think that mysql is faster, and a few years ago they would have been correct, but now not so much.... postgresql is so much better than mysql it's not even funny.",,
mysql,postgresql,data,postgresql,BAD,,1.0,0,1,postgresql and it's lighter sibling firebirdsql are far superior to mysql which was always considered a  dinky  database due to the fact it did not support referential integrity.,why postgresql is a better enterprise database than mysql .,postgresql has always been a better database than mysql.,postgresql database is better than mysql for large data sets .,"for data warehousing / olap stuff, postgresql is generally better than mysql."
mysql,postgresql,transactions,postgresql,GOOD,ASPECT,1.0,1,0,"for the database we use postgresql, because we have quite sensitive data and we rely on transactions a lot, and when it comes to transactions postgresql is just better at that stuff (arguably, of course) than mysql is.","and btw, people who need transactions and advanced features tend to use postgresql instead of mysql+innodb ... .","and btw, people who need transactions and advanced features tend to use postgresql instead of mysql+innodb ...","it's possible to take advantage of both systems by using mysql to record transactions, then consolidating data from multiple mysql-based applications into postgresql while checking for inconsistencies.",
mysql,postgresql,easier,postgresql,GOOD,PREDICATE-FULL,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.","besides, postgresql is better and faster than mysql, and easier to set up and maintain as well (now there is a statement just asking for trouble ) .",postgresql has better clustering support than mysql so easier to support larger environments.,"personally i like postgresql better than mysql, but mysql scales better and is easier to use in a threaded environment.","the postgresql c api was so much easier to work with than the mysql one, because the parameters passed and returned were simpler."
mysql,postgresql,easier to set up and maintain as well,postgresql,GOOD,PREDICATE-FULL,1.0,1,0,"besides, postgresql is better and faster than mysql, and easier to set up and maintain as well (now there is a statement just asking for trouble ) .",,,,
california,michigan,roads,california,GOOD,ASPECT,1.0,1,0,i suspect it's the reason why southern california roads are so much better than michigan's.,"if roads in michigan are noticeably worse than california, then off-road capable suvs must be mandatory in michigan.","sectors we visited included hampton roads, virginia; honolulu, hawaii; lake michigan, michigan; los angeles/long beach, california; new york/new jersey; seattle, washington; and upper mississippi river, missouri.",,
california,michigan,closer to 40 percent,california,BAD,,1.0,0,1,"(in michigan, which has been hit even harder than california, out-of-state enrollment in the university of michigan system is closer to 40 percent.)",,,,
california,michigan,weather,california,GOOD,ASPECT,1.0,1,0,it is in california which has clearly better weather than michigan.,(news flash: the weather in michigan in february is very different than the weather in california in february.),she enjoys pointing out how much nicer the weather is in california compared to michigan.,"maybe in florida or california that is normal, but in michigan this weather is far from normal.","i can't comment on california weather, but we always used to get a january thaw in michigan."
california,michigan,southern,california,BAD,,1.0,0,1,i suspect it's the reason why southern california roads are so much better than michigan's.,oregon's two losses (lsu and southern california) are  better  losses than wisconsin's two losses (michigan state and ohio state).,"but once you learn a few tricks and live here in southern california by the coast, the chance of survival is better than say michigan.","frankie ballard may be a michigan boy, but there was no better place than southern california to film the video for his summer anthem, 'a buncha girls.'","maybe not as popular as california or florida, but sure as hell better than the likes of michigan, those inbred southern states, including kentucky and those prarie states."
california,michigan,places,california,BAD,,1.0,0,1,"florida and california are much nicer places to spend the month of january than new hampshire, michigan, and the other early primary states, especially for a candidate whose greatest strength is drawn from the political center.","traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.","places like california have higher utility rates than you might have in the state of michigan.""","not surprisingly, places like california have become more attractive to talented workers than, say, michigan.",
california,michigan,position,california,BAD,,1.0,0,1,"the recognition of woman's rights by michigan is in itself the greatest single victory suffrage has won, on account not only of the population of that state, which is somewhat greater than that of california, but chiefly because of the position of michigan geographically.","while in california, hunt was offered a position in 1959 to teach piano at the interlochen center for the arts in michigan.",he taught at michigan state university until 1978 when he accepted a position at the california institute of technology as a professor.,"#20 darren nowick                  northern michigan wildcats class:  sophomore position:  forward height:  5-10 weight:  186 hometown:  long beach, california last team:  vernon (bchl)","#20 darren nowick                  northern michigan wildcats class:  freshman position:  forward height:  5-10 weight:  192 hometown:  long beach, california last team:  vernon (bchl)"
california,michigan,iowa,california,BAD,,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,nebraska,california,BAD,,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,idaho,california,BAD,,1.0,0,1,"traditional growth states such as florida, texas, california, arizona and nevada will continue to attract new residents because they remain better places to live than idaho, nebraska, michigan and iowa.",,,,
california,michigan,faster,michigan,BAD,,1.0,0,1,"gov. jerry brown said this evening that california is losing manufacturing at a rate no faster than the rest of the country, telling the tv show host and former michigan gov. jennifer granholm the problem is a national one.","although the resurgent domestic auto industry is helping michigan add jobs faster than many other states, it's tied with mississippi for the state's third-highest jobless rate at 10.6 percent, behind only nevada and california.","only california is projected to lose more graduates than michigan, and only vermont will shrink faster.","they mined a lot of gold in california, but the us economy was growing faster -- for instance, more value was harvested from the timber in michigan than was mined from ca.",
california,michigan,easier,michigan,BAD,,1.0,0,1,"but moving from western pennsylvania to eastern michigan might be an easier personal sell than, say, dixon returning to california.","a computer science graduate of michigan may make the same amout of money as a computer science graduate of msu if they both stay in michigan, but the michigan grad would have a much easier time landing a job in california than the msu grad.","i must say that driving in california weather is way easier than driving in the monsoon i experienced there in michigan, but the drivers out here make michigan drivers look like a state full of nervous high schoolers on their final driving exam!","i admire your efforts and i agree with your motto of refuse, refuse, refuse, reduce, reuse, recycle i think it is probably a little easier for you in california than it is in suburban michigan.","here in michigan, there's no reason for us to be surprised by some of the far-reaching effects the mcri had in california, so i think it'll be a lot easier for us to show voters how this is bad for the state."""
california,michigan,state,michigan,BAD,,1.0,0,1,"michigan is better, chicago, ohio, california, the non-connecticut new england states, canada - all much better than north carolina.","actually, michigan is a better state for wind than california, but people don't realize that,  he said.",in fact all of michigan that i've seen thus far has a greater passion for artists and music than the entire state of california where i'm from.,"he added that california has suffered worse than almost all the states, with only nevada (13.5) and michigan (13.2) suffering higher unemployment rates, as measured by u-3.",the state of michigan is almost irrelevant and gets better than it deserves: it is funding at the level of mississippi but getting a california product.
california,michigan,years,michigan,BAD,,1.0,0,1,"i was born in michigan, but have spent the last five years in california.",,,,
california,michigan,cooler,michigan,GOOD,PREDICATE-DEPENDENT,1.0,0,1,my michigan friend is on her way here to sunny but cooler california for a visit.,"the crisis ended when cooler minds decided to make michigan a state instead, and then round up agitators such as isaac graham, the last person california ever pursued for lack of valid documentation.","the largest negative temperature anomalies were observed along coastal regions of california and the northeast u.s., with some cooler than average temperatures also occurring in the southeast, the upper peninsula of michigan and parts of the west north central region .",,
california,michigan,hotter,michigan,BAD,,1.0,0,1,"if you go onto google trends, type in ""marijuana,"" then limit your results to the united states, you'll see michigan is hotter than california, even washington, and only behind colorado in google searches.",,,,
california,michigan,higher,michigan,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"he added that california has suffered worse than almost all the states, with only nevada (13.5) and michigan (13.2) suffering higher unemployment rates, as measured by u-3.","despite lower unemployment, california has a higher foreclosure rate than michigan.",the unemployment rate is higher in california and illinois than in michigan.,"michigan pays more to borrow than california, even with an s&p rating two levels higher.","places like california have higher utility rates than you might have in the state of michigan."""
california,michigan,restructuring,michigan,BAD,,1.0,1,0,"according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.","grand rapids - even though electricity-generating reserves in michigan have declined steadily for some time, restructuring of michigan's electricity production industry seemed to take a much more optimistic turn during year 2000 than in california.",,,
california,michigan,shape,michigan,BAD,,1.0,1,0,"fortunately, michigan is in better shape than california.","according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.","georgia, michigan, illinois and ohio are now in worse shape than california.","corner entry speeds at michigan, a higher-banked track than california, though similar two-mile d-shape, reached  218 mph on the new asphalt there last summer.","california (where bankruptcy isn't out of the question and the state is issuing iou's) is in even worse financial shape than michigan, yet they are 6th on this list and california isn't on it at all."
california,michigan,lawmakers,michigan,BAD,,1.0,0,1,"according to russell, the key reason why michigan is in better restructuring shape than california is that state lawmakers phased in deregulation while their counterparts on the west coast didn't.",,,,
ps2,psp,controls,ps2,GOOD,ASPECT,1.0,1,0,"even though the ps2 version drops the multiplayer, the enhanced graphics and (mainly) enhanced controls make the single player experience much better than its psp counterpart.","i also preferred the psp controls to the wii controls, since it was pretty much identical to the original ps2 release.","despite the psp having fewer buttons, the controls feel just as solid as they did on the xbox and ps2.","after reading more reviews, right now the psp games look pretty much like watered down ps2 games, with sloppy controls.","it's one step behind a ps2 controller (slightly different angles that take some getting used to, but you will), and has excellent controls (two options: setting 1 mimics the psp controls, setting 2 mimics the ps2 controls)."
ps2,psp,easier to pitch,ps2,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
ps2,psp,easier to rip,ps2,GOOD,PREDICATE-FULL,1.0,1,0,"also while you're at it, make a ps2 guide, the compatability is better than psp, and games are easier to rip.",,,,
ps2,psp,faster,psp,GOOD,PREDICATE-FULL,1.0,1,0,"sony says the psp is selling faster, from launch, than the psone or ps2.","this explains why the vita can emulate the psp, and why gamecube/wii emulation was done faster than ps2, achieving higher compatibility in less time.",the psp system consists of a 4.5-inch 16:9-format tft lcd screen with dual microprocessors (two 32-bit mips r4000 microprocessors to be exact) and will run almost ten times faster then current ps2 console systems.,"to be honest, the only pros over the psp version have to be the slightly sharper graphics and faster loading times, thanks to the ps2's superior power.","the psp is not a failure, its selling even faster than the ps2."
ps2,psp,brighter,ps2,GOOD,PREDICATE-FULL,1.0,0,1,"the graphics are slightly less refined than the lost levels (it may be from an old ps2 game's architecture, but it's still slightly better than a psp game), but they're brighter and more colorful.","also, ps2 version of lcs is less brighter than psp version, so i included both versions.",,,
ps2,psp,greater,psp,BAD,,1.0,0,1,psp (2:08pm est sun dec 26 2004) the psp is much better the sleek look of the exterior the graphics are equal if not greater than the ps2.,"the ps1 has also had an equally impressive slice of success, and the psp is selling at a greater rate than the ps2.","(11:11pm est thu jul 20 2006) (and the psp is an even greater success than the ps2... as in being the fastest selling playstation product ever, not exactly beating the competition).","they did, however, keep at least most of their promises true when it came to the psp (and the psp is an even greater success than the ps2... as in being the fastest selling playstation product ever, not exactly beating the competition).",over all playing the psp is no greater experience than playing a normal ps2 they rushed it out to fast... read full review .
ps2,psp,easier,psp,GOOD,PREDICATE-DEPENDENT,1.0,1,0,psp is easier to pull this off on than ps2.,"backbone entertainment claimed that psp apparently is easier to develop, and has more built-in effects than the ps2.","""polygon for polygon,"" he claimed, ""psp has more power than ps2,"" and it's apparently easier to develop for as well.",""" polygon for polygon,"" he claimed, ""psp has more power than ps2,"" and it's apparently easier to develop for as well.","also while you're at it, make a ps2 guide, the compatability is better than psp, and games are easier to rip."
ps2,psp,pad,ps2,BAD,,1.0,1,0,"considering the popularity of ps and ps2 controllers for playing fighters in the past, i was surprised to find just how poorly the d-pad on the psp, which looks almost exactly like a ps2 d-pad, performed.","his laugh is annoying when you lose seven times because of that pad, this why i prefer the ps2 than the psp.",but the psp isn't going to have a force-feedback wheel; i doubt the pad will even be as suitable to serious racing as the ps2's.,"idk, it's just my opinion but i like fighters on my psp slim the best because i prefer the slim's d-pad over the ps2's.","they've included it in the psp version, but the problem is the controls for it are mapped to the d-pad instead of the right analog stick like we had on xbox and ps2."
ps2,psp,sharper,psp,GOOD,PREDICATE-DEPENDENT,1.0,1,0,anniversary on psp looks sharper and lighter than it does on the ps2 version.,"to be honest, the only pros over the psp version have to be the slightly sharper graphics and faster loading times, thanks to the ps2's superior power.","in fact, psp games tend to look sharper than ps2 games because, usually, ps2 games are running at a far lower pixels-per-inch level while playing on large tv's.","the psp 3000 has great graphics (sharper than the psp 2000), similar to the ps2 which is a great plus but then the games available for it are so limited.",
ps2,psp,easier to overreact to things,psp,BAD,,1.0,0,1,,,,,
ps2,psp,hardware,psp,BAD,,1.0,0,1,the psp is supposed to be only slightly better than a ps2 but often games purposely make them worse than ps2 because it is usually too taxing on the hardware.,"even as the standard psp tops the weekly hardware charts, psp go consistently sells worse than ps2 and xbox 360.",he feels that the ps2 hardware has much more to offer than the psp and that's why he chose to cram the ps2 slim hardware into a portable case.,,
ps2,psp,higher,psp,BAD,,1.0,0,1,"this explains why the vita can emulate the psp, and why gamecube/wii emulation was done faster than ps2, achieving higher compatibility in less time.","actually, the psp has a higher native resolution so whether you play the games on the psp or on some sort of converter, the psp will always look better than the ps2 (short of major budget differences) - it's strikingly noticeable on an hdtv.","the psp version sold 193,000 units, higher than the ps2 title's 175,000.",this is the first game i've seen where the psp version is of a higher standard than the ps2.,"aside from that glaring oversight and higher price ($30 on the psp compared to the ps2 retail of $20), this is a worthy handheld compilation."
ps2,psp,lighter,psp,GOOD,PREDICATE-FULL,1.0,1,0,anniversary on psp looks sharper and lighter than it does on the ps2 version.,"wrong answer (9:49am est wed aug 24 2005) come on - the psp is just a smaller, lighter ps2.","maguire responded by mentioning the redesigning of the ps1 and ps2, and said it was ""certainly possible"" that we'll see a lighter, sleeker psp.",,
ps2,psp,easier to pull this off on,psp,BAD,,1.0,0,1,psp is easier to pull this off on than ps2.,,,,
ps2,psp,smoother,psp,GOOD,PREDICATE-DEPENDENT,1.0,1,0,,,,,
fishing,swimming,destination,fishing,BAD,,1.0,0,1,,,,,
fishing,swimming,fly,fishing,BAD,,1.0,0,1,,,,,
fishing,swimming,water,fishing,BAD,,1.0,0,1,my family does a lot of saltwater fishing and the only thing better than grilling fish that was swimming around just hours prior is throwing that fresh grilled fish on a tortilla with some toppings!,,,,
fishing,swimming,flies,fishing,BAD,,1.0,0,1,"my girlfriend katie also comes from a family steeped in fishing tradition, albeit using flies on the rivers of idaho -- she was a natural when we got to the beach and immediately began to catch everything that was swimming.","my girlfriend katie also comes from a family steeped in fishing tradition, albeit using flies on the rivers of idaho - she was a natural when we got to the beach and immediately began to catch everything that was swimming.",,,
fishing,swimming,box,fishing,BAD,,1.0,0,1,"on low tide you have your own beach to fish from or for the kids to build sand castles (deck chairs, fishing rods, tackle box, esky and sand toys provided) - we do not recommend the river for swimming due to boating activity.",,,,
fishing,swimming,faster,swimming,GOOD,PREDICATE-DEPENDENT,1.0,1,0,"nonetheless, it is primarily a recreation - not as healthful as swimming, faster paced than fishing and intellectually superior to rock music.","hint: run faster in water: in veniccio sea, equip your fishing rod or lure rod to run faster in water instead of swimming.",,,
fishing,swimming,greater,swimming,BAD,,1.0,0,1,"the fast-growers are likely swimming around more, searching out food to a greater extent than slow-growers and are therefore more likely to encounter the fishing nets.","the fast-growers are likely swimming around more, searching out food to a greater extent than slow-growers and are therefore more likely to encounter the fishing nets,  he said.","the fast-growers are likely swimming around more, searching out food to a greater extent than slow-growers and are therefore more likely to encounter the fishing nets,"" he said.",,
rubber,wood,faster,rubber,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","szisz also was sporting those newfangled rubber tires on rims, which change faster than regular wood wheels.","it is commonly used with softer materials like brass, plastics, and rubber, and abrasive materials like glass and enamel, but can wear out faster than aluminum oxide when used on wood.",having the plates roll on wood is faster than on rubber mats.,"the rubber mulches burned faster and hotter, creating a more severe fire that was harder to put out than the one in the wood mulch."
rubber,wood,layer,rubber,BAD,,1.0,1,0,"as playground safety surfacing, groundsmart rubber mulch is far superior to its wood counterpart, because a six-inch layer of groundsmart rubber mulch will cushion a child's fall from as high as 16 feet.",the rubber pad provides a much better grip on the wood than does a bare hand plus it puts another layer of protection between that hand and the cutter.,"it's job is to provide ground potential base for your insulating layer, which is not a perfect insulator as nitrile rubber is 625m ohms per 1/4  length (better conductor than wood).","a flat smooth surface that the rubber feet will  stick  to is better than a more roughly textured surface (like particle-board or bare wood, for example) where the player can move and vibrate more freely.","while wood chips are considered a good alternative, the best surface is a nine inch layer of shredded tires covered by a layer of granular rubber crumbs glued together."
rubber,wood,easier to handle and actually seemed to fit many hands better,rubber,BAD,,1.0,1,0,"some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.",,,,
rubber,wood,easier,rubber,GOOD,PREDICATE-DEPENDENT,1.0,1,0,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.","literally everything has changed, especially all materials, wooden instruments are still favored, but many are made fromhard rubber, whichis much easier to,machine nd finshe and stands the rigors of tempeature changes much better than wood.","i mean, the cannon balls would bounce right off, and rubber would be easier to work with than hard wood or metal.","rubber tool is much easier to use than the wood roller in large areas, but i found the wood roller to be helpful in tight spaces as well."
rubber,wood,easier to install,rubber,GOOD,PREDICATE-FULL,1.0,1,0,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.",vinyl and rubber molding is often selected over traditional wood baseboards because it is typically less expensive and is generally easier to install.,,,
rubber,wood,easier to grip,rubber,GOOD,PREDICATE-FULL,1.0,1,0,i did order the combat rubber grips from ca which fit perfectly and was easier to grip than the original smaller wood grips.,"it is ergonomically shaped and is made of a hardened rubber material, so it is much easier to grip than knives with handles of metal, wood, phenolic compound, etc..","it is ergonomically shaped and is made of a hardened rubber material, so it is much easier to grip than knives with handles of metal, wood, phenolic compound, etc... (you'll really appreciate the handle when dealing with slippery items such as raw chicken or fish).",,
rubber,wood,easier to,rubber,BAD,,1.0,0,1,"the rubber flooring it looks great, installed in minutes and was much faster and easier to install than conventional tile or a wood,laminate or any other alternative.","some years ago, pachmayr did handgunners a big favor and developed a rubber replacement grip that made the recoil easier to handle and actually seemed to fit many hands better than the factory wood grips.","literally everything has changed, especially all materials, wooden instruments are still favored, but many are made fromhard rubber, whichis much easier to,machine nd finshe and stands the rigors of tempeature changes much better than wood.","i mean, the cannon balls would bounce right off, and rubber would be easier to work with than hard wood or metal.","rubber tool is much easier to use than the wood roller in large areas, but i found the wood roller to be helpful in tight spaces as well."
rubber,wood,stronger,rubber,GOOD,PREDICATE-FULL,1.0,1,0,"using foam rubber and sandwiched styrofoam, hanson created a trailer that was lighter, stronger, and better insulated than the traditional wood-based vehicle.",,,,
rubber,wood,longer,rubber,BAD,,1.0,0,1,"home of k.a.s.h. playground, a universally accessible playground, built over a poured rubber surface, which is smoother on wheels, more gentle on falls, and lasts longer than wood chips.","rubber is better than wood, it lasts longer, and it is painted and coated so it doesn't leach into the soil,  says zamir.",and rubber mulch (tires) take longer to catch than wood.,rubber or concrete lasts longer than wood or asphalt and requires less maintenance.,"further, rubber mulch is longer-lasting than wood mulch and won't blow away."
rubber,wood,john,rubber,BAD,,1.0,0,1,i replaced the rubber roof because john said it would be better than bare wood.,"joseph (and now john, his nephew) are great believers in underdamping cartidges for best sound...they use wood as their natural damping agents instead of rubber (synthetic or otherwise) internal in the cartridge.","""you won't see me"" - rubber soul rubber soul is a pretty angry record when you look at it; john sets a girl's house on fire in ""norwegian wood,"" and tells another that ""i'd rather see you dead, little girl, than to be with another man.""","armed with a broken-down rubber octopus previously seen in a republic pictures john wayne movie called wake of the red witch (1948), a leading man (tom mccoy) who couldn't act (but whose father provided some of the financing), as well as bela lugosi, tor johnson, and a somewhat better-than-usual script, wood next created bride of the monster , an attempt at a horror picture in the style of the classic universal films wood had grown up on.",
rubber,wood,lighter,wood,GOOD,PREDICATE-FULL,1.0,1,0,the watch felt smooth and sleek on my skin and the wood material is definitely lighter than stainless steel or rubber straps of the usual watch brands.,"using foam rubber and sandwiched styrofoam, hanson created a trailer that was lighter, stronger, and better insulated than the traditional wood-based vehicle.",because of them being beech wood they will last for a long time but i prefer the lighter appearance of the rubber wood tracks that we have from another railway system.,,
rubber,wood,leaks,wood,BAD,,1.0,0,1,,,,,
rubber,wood,softer,wood,GOOD,PREDICATE-FULL,1.0,0,1,"rubber drum mallets are harder than felt and softer than plastic or wood, allowing for softer sounds when played at lower volumes and for staccato sounds when played louder.","wood is stiffer than rubber but softer than plastic, so you will need to be cautious.",rubber bark is safe (nontoxic) : it is softer than wood and is ada compliant.,the softer rubber grips will also take a lot of the sting out compared to wood grips.,"it is commonly used with softer materials like brass, plastics, and rubber, and abrasive materials like glass and enamel, but can wear out faster that aluminum oxide when used on wood."
rubber,wood,seal,wood,BAD,,1.0,0,1,the chrome and laquered wood surrounds to the windows where normal cars just leave an exposed rubber seal.,,,,
rubber,wood,pair,wood,BAD,,1.0,0,1,rubber grips don't help recoil any better than a well fitted pair of wood grips.,i'm much more adept at fitting a pair of rubber grips than a pair of wood or plastic grips.,"the coefficient is also unique to every pair of objects: rubber on ice has a different coefficient of friction than rubber on wood, for example.",,
rubber,wood,chance,wood,BAD,,1.0,0,1,"the wood also has a small chance to drop the resin when it is being chopped down, but this is not very productive without a supply of rubber tree saplings .",,,,
rubber,wood,better for doing the olympic lifts on,wood,GOOD,PREDICATE-FULL,1.0,1,0,wood is better for doing the olympic lifts on than a rubber surface.,,,,
rubber,wood,easier for a cobbler to work with,wood,GOOD,PREDICATE-FULL,1.0,1,0,"the heel: heels made from wood or leather are far better quality than those made of plastic or rubber, and thus far easier for a cobbler to work with.",,,,
rubber,wood,wax,wood,BAD,,1.0,0,1,,,,,
rubber,wood,chances,wood,BAD,,1.0,0,1,,,,,
haskell,python,type,haskell,GOOD,ASPECT,1.0,1,0,when i started learning haskell then some where it was given that because of type checking haskell is faster than python.,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,"when i last checked the benchmark game speed comparisons , javascript v8 was slower than most of the explicitly typed and type inference languages like haskell and ocaml, but much faster than other languages without explicit types like python, ruby and perl.","haskell is faster than c++, more concise than perl, more regular than python, more flexible than ruby, more typeful than c#, more robust than java, and has absolutely nothing in common with php.","--  haskell is faster than c++, more concise than perl, more regular than python, more flexible than ruby, more typeful than c#, more robust than java, and has absolutely nothing in common with php."
haskell,python,easier to grok,haskell,GOOD,PREDICATE-FULL,1.0,0,1,"update 2007-01-26: of course, the python version is not easier to grok than this alternative haskell version: .","update 2007-01-26: of course, the python version is not easier to grok than this alternative haskell version:",,,
haskell,python,system,haskell,BAD,,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,"mike further demonstrates his ignorance of indentation-based systems by claiming haskell does better than python, because apparently, it's all part of the type system.","also, haskell code runs a lot faster than python code (real native-code compiler that can use multicore hardware), and there is a clever automatic unit testing system (quickcheck) that relies on haskell's static type system to generate random tests automatically.","with haskell you'd being learning a mh-type system, which is a very very different experience than working with python.","the ml family and haskell languages do have an amazing static type system, which provides guarantees that i don't have when i program in python."
haskell,python,beauty,haskell,BAD,,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,,,,
haskell,python,faster,haskell,GOOD,PREDICATE-FULL,1.0,1,0,(the haskell version that uses a better algorithm can be a bit faster than the python version).,i've no problem with recognizing that haskell is much faster than python and that python is faster than ruby in most scenarios.,"scheme, ocaml, haskell, and lisp are all an order of magnitude faster than python.",haskell compiled to native code is typically an order of magnitude faster than python.,"-- -- quick implementation by dmwit on #haskell -- faster, shorter, uses less memory than the python version."
haskell,python,friendlier,haskell,GOOD,PREDICATE-FULL,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,lack,haskell,BAD,,1.0,0,1,what i like best about python (its ability to be both functional and imperative) is left a little inferior to haskell because of its lack of the beauty that is the haskell type system.,,,,
haskell,python,checking,haskell,BAD,,1.0,1,0,when i started learning haskell then some where it was given that because of type checking haskell is faster than python.,"you can go ahead and right some code without static type checking in python, and you might even write it faster than you would have in haskell.","part of the power of haskell (and ml and ada and other language with nice subtyping facilities) is the ability to declare a subtype of a built in type like integer, instead of having to do manual bounds checking like you would in perl/python/etc.",,
haskell,python,friendlier to a broader variety of programs while still having a more declarative feel,haskell,BAD,,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,broader,haskell,BAD,,1.0,0,1,"it's not as declarative as say, haskell, but it's friendlier to a broader variety of programs while still having a more declarative feel than python.",,,,
haskell,python,easier to learn,python,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
haskell,python,easier to install,python,GOOD,PREDICATE-FULL,1.0,1,0,it is also true that python programs are easier to install than haskell .,it is also true that python programs are easier to install than haskell,,,
haskell,python,easier to understand,python,GOOD,PREDICATE-FULL,1.0,1,0,,,,,
