difficulty	preference	context	aspect	direct	opinion	argument	reason	method	factoid	super	comp	question	item1	item2	item3	comp_aspect1	comp_aspect2	non-serious	navigational	spelling	rude	not question	dataset
0	0	0	0	0	0	0	0	0	0	0	0	how how many main characters are in the book book scavenger	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where is oakwood, ca located	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	care after getting cortisone injection shoulder	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what temperature does chicken need to be ay	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what can cause a vein to burst in your eye	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	producer meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what's the current weather in guatemala	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	bitconnect price	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how does savantry work	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many ounces per lb	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	1	is tucson az more expensive place to live than florida	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long does it take lysol to go away	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the ground state electron	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	who makes pall mall cigarettes	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	population of egypt live	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what questions should you ask during new hampshire mortgage law test	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	capacity definition legal	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is dry patches of cracked skin on fingertips	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is pan ifsc number	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what are the regions of been avoiding?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long does it take to pass out when choking?	0	0	0	0	0	0	0	0	0	0	m
1	0	0	0	0	0	0	0	0	0	0	0	foods to avoid at pleva patient	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a preceptorship	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	invictus poem meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	did jack dempsey marry	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is climate zone 8b	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	lower egypt definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	cost to install vandal deterrent for tanks	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	cdc obesity definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is salmon poisoning?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	which playwright of the jacobean era took william shakespeare's position as playwright for the king's men acting company?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	vagifem pessary rx	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	cinnamon bark powder benefits	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what a & p do nurses take?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what army command is the primary vehicle for army support to joint, interagency, intergovernmental, and multinational forces?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	finding her voice phrase meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is maximum dose of ibuprofen	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	does mucinex contain ephedrine	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is jpay fees to send money	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is an antiepileptic	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how to adhere cement to a unkeyed surface	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	vas advance direct lender	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how to fill out change of contractor fort lauderdale	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	average pay for nps in california	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	online retailers that accept bitcoin	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what does lung pain feel like	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	print head cleaning lighter fluid	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how much does it cost in taxes for an immigrant to enter the u.s. legally	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	who passed the legal drinking age	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	when does south lanarkshire go back to school	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	tiger tiger is it true	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is american legion baseball	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what setting do i need my camera on for timelapse of stars	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many children did john gotti have with his wife	0	0	0	0	0	0	0	0	0	0	m
1	0	0	0	0	0	0	0	0	0	0	0	what shirt should you wear to a rise against concert	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long to cook a big roast pork in the oven	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is bcg made of	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	why would you need to see a urologist	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where was lord of the rings fellowship of the rings filmed	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what are time order words definition	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	is grit igneous	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	bearded dragon cost and how long do they live	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how far is parkland, florida from stuart, florida	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how much time does it take to cook a medium steak in a oven	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how tall is a tiger standing up	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	who won super bowl of 2002	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	formal complaint to FAA about airline	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how long do i need to keep hr records for ethics complaint	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is an esign	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	building cost underground parking space	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how far is new braunfels tx from austin tx	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	process to use for developing operation management system	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	does cellcept cause hands to shake	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what was the significance of the code of napoleon	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what did freud relied on what in his study of personality	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long.to.cook a potato.in an auto sham	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	why was fear factor cancelled	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	is there a connection of mono and lymphoma	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	1	most northern tropical jungle in the world	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a gum abcess	0	0	0	0	0	0	0	0	0	0	m
1	0	0	0	0	0	0	0	0	0	0	0	what is micropigmentation for hair loss	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	gpa for sonoma state	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how to clean manna bottle	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where arctic foxes live	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how old is jack van impe	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long will a key battery last once low alert is on	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	uses of chi square tests	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	who made famous the song ain't she sweet	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a primary brain tumor	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	does lung cancer cause nausea	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	define propriety	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	does columbia area mental health have payees	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is my dance name	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	who is joe aiello	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cognitive processes definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is bicarbonate used for in dialysis	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	1	first number one song beatles	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	1	largest swap meet in texas	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	1	what is the best time of day to take portrait shots with camera	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	homolog meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	should i do employment checks prior to making a conditional offer to an applicant	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	is tendonitis a type of strain	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	number of inmates in cook county jail	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	yeezy football cleats price	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	who is tim keller candidate for mayor albuquerque new mexico	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cost of a conservatory 2015	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	why are minerals and vitamins considered essential nutrients	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a shoul	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cause of peyronie's disease	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what does sleep deprivation do to your skin	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	marina the diamonds lyrics lonely	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	average cost of home solar panels	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how close to bedtime should you exercise	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is fat constructed of	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what does examination or reciprocity mean	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	definition of acquaintances	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what cell process is controlled by the nucleus	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where did the mayflower first land	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	average food cost iceland	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the eiffel tower made up of	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	exact mountain standard time	0	0	0	0	0	0	0	0	0	0	m
1	0	0	0	0	0	0	0	0	0	0	0	does the seller or buyer order the appraisal	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is common mode gain	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	claro! definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is kt tape made of	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what year did lexus change their grill	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the charge of sulfur ions	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what happens to earth rocks on the moon	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a normal resting heart pulse	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	who is the guest judge on america's got talent?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	pancreatic exocrine insufficiency symptoms	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what channel is the college championship	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	behavioral paradigm definition	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what kind of star is spica	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many m in a mi	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what do you get when you buy into disney vacation club	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what are pacific islanders races?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how much does a machinist shop manager make in gainesville ga	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	tiger scientific name meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	which quadrant does an angle lie	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how much does a dozen donuts from dunkin donuts cost	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where is innsmouth?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what county is albany, ga	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	which county in north carolina rolesville	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	nitrous effects	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	where is black pepper first from	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	phone number for lincare of knoxville tn	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how to find centroid in a triangle	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	Is lupus hereditary or genetic	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is cormorant	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many grams of sugar in a halls cough drop	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how effective are condoms at preventing	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how to check if my motorcycle registration is still valid	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	carbon checks definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how does nyu evaluate ap exams	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	types of quaker granola bars	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	average waist size boys	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how can you see path of a file	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	minimum standards child placing agencies	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	1	which azos clean your system faster	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	can ketoconazole and aminoglutethimide. be used with patients taking hiv medications	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	when did congress start paying into social security?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	can you watch the preds at cma	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	is there a way to check why your hydro bills are high	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what county is bath nc in	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	average salary for mid twenties	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what opera is the aria mio babbino caro from	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what credit score do you need to get dell credit	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many beats should your heartbeat in a minute	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	robson court small claims rules	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	bob marley sun is shining lyrics meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	withdrawal symptoms of soma'	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where are utz pretzels made	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what happens when a gene is unlocked?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the cost of a cremation	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is confucian filial piety	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	define imperfections	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what states do the adirondack mountains go through	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	surety amount definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	are unsubsidized federal student financial aid loans need-based	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	does excess estrogen make you fat	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the definition of special interest group	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cost for an online education	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	wia-wsd scan device	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what materials did and do shadow puppeteers use	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	does iodine readily form salt	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	MSCE Pune Scholarship Result	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the noise level in machine shop	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	infrastructure fee definition	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	are frogspawn corals photosynthetic	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a judicial day	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is hospital admitting privileges agreement	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	CYRIL name meaning	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a day trader?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how do we obtain a birth certificate	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cost to do full body suit tattoo australia	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is tizen	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	when does eye color for baby show	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what search engine does siri use	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	which side hook up first battery positive or negative	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is reaction injection molding	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what schools are in the peachtree ridge cluster	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	why osteoarthritis is common in knee joints	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	language definition human geography	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	bookings definition accounting	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what caused the 1919 bloody red summer in chicago	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how long before nicotine out of your blood	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	which fault had the recent earthquake in alaska	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	where is goldendoodle kennel located	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	which of the following describes the gestalt law of connectedness?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is general data protection regulation	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	define marked the occasion of war	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how long should i wait to go in the pool after a new tattoo	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	are tree rings secondary xylem or phloem	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what is the monell ruling	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what was michael hiding in gta 5	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	my allergies are kicking in and im pregnant what can i take	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what does the damselfly tattoo symbolize	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	average salary for healthcare recruiter	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	drip dry opi how to use	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how tall does kale get	0	0	0	0	0	0	0	0	0	0	m
1	0	0	0	0	0	0	0	0	0	0	0	what kind of stress down a thrust fault have	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	hidden pyramids in china	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what is a ucc	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	what was the golden age of the italian peninsula	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	felice herrig net worth	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	rv manufacturers in indiana	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how to reload samsung software	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	definition of prevalence	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	cost of progesterone in oil	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	how much is kr 280,00 in us dollars	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	how many grams is one tablespoon of cocoa powder	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	cost of polio vaccination	0	0	0	0	0	0	0	0	0	1	m
0	0	0	0	0	0	0	0	0	0	0	0	what temperature does my laser pointer need to be on a pot roast to be considered done	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	when to stop pelvic exams	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	who is david frum?	0	0	0	0	0	0	0	0	0	0	m
0	0	0	0	0	0	0	0	0	0	0	0	acquia costs	0	0	0	0	0	0	0	0	0	1	m
